"Time","English","Italian","IPA","Tags"
"13:13","one thirteen","le uno e tredici","[le ˈuno e treˈditʃi]","Telling_Time"
"13:14","one fourteen","le uno e quattordici","[le ˈuno e kwatˈtorditʃi]","Telling_Time"
"13:15","one fifteen","le uno e quindici","[le ˈuno e ˈkwinditʃi]","Telling_Time"
"13:16","one sixteen","le uno e sedici","[le ˈuno e seˈditʃi]","Telling_Time"
"13:17","one seventeen","le uno e diciassette","[le ˈuno e ditʃasˈsɛtte]","Telling_Time"
"13:18","one eighteen","le uno e diciotto","[le ˈuno e ditʃˈɔtto]","Telling_Time"
"13:19","one nineteen","le uno e diciannove","[le ˈuno e ditʃanˈnɔve]","Telling_Time"
"13:20","one twenty","le uno e venti","[le ˈuno e ˈvɛnti]","Telling_Time"
"13:21","one twenty-one","le uno e ventuno","[le ˈuno e ventuˈno]","Telling_Time"
"13:22","one twenty-two","le uno e ventidue","[le ˈuno e ventiˈdu.e]","Telling_Time"
"13:23","one twenty-three","le uno e ventitré","[le ˈuno e ventiˈtrɛ]","Telling_Time"
"13:24","one twenty-four","le uno e ventiquattro","[le ˈuno e ventiˈkwattro]","Telling_Time"
"13:25","one twenty-five","le uno e venticinque","[le ˈuno e ventitʃiŋˈkwe]","Telling_Time"
"13:26","one twenty-six","le uno e ventisei","[le ˈuno e ventiˈsɛi]","Telling_Time"
"13:27","one twenty-seven","le uno e ventisette","[le ˈuno e ventiˈsɛtte]","Telling_Time"
"13:28","one twenty-eight","le uno e ventotto","[le ˈuno e ventˈɔtto]","Telling_Time"
"13:29","one twenty-nine","le uno e ventinove","[le ˈuno e ventiˈnɔve]","Telling_Time"
"13:30","one thirty","le uno e trenta","[le ˈuno e ˈtrɛnta]","Telling_Time"
"13:31","one thirty-one","le uno e trentuno","[le ˈuno e trentuˈno]","Telling_Time"
"13:32","one thirty-two","le uno e trentadue","[le ˈuno e trentaˈdu.e]","Telling_Time"
"13:33","one thirty-three","le uno e trentatré","[le ˈuno e trentaˈtrɛ]","Telling_Time"
"13:34","one thirty-four","le uno e trentaquattro","[le ˈuno e trentakˈkwattro]","Telling_Time"
"13:35","one thirty-five","le uno e trentacinque","[le ˈuno e trentatʃiŋˈkwe]","Telling_Time"
"13:36","one thirty-six","le uno e trentasei","[le ˈuno e trantaˈsɛi]","Telling_Time"
"13:37","one thirty-seven","le uno e trentasette","[le ˈuno e trantaˈsɛtte]","Telling_Time"
"13:38","one thirty-eight","le uno e trentotto","[le ˈuno e trantˈɔtto]","Telling_Time"
"13:39","one thirty-nine","le uno e trentanove","[le ˈuno e trantaˈnɔve]","Telling_Time"
"13:40","one forty","le uno e quaranta","[le ˈuno e kwaˈranta]","Telling_Time"
"13:41","one forty-one","le uno e quarantuno","[le ˈuno e kwarantuˈno]","Telling_Time"
"13:42","one forty-two","le uno e quarantadue","[le ˈuno e kwarantaˈdu.e]","Telling_Time"
"13:43","one forty-three","le uno e quarantatré","[le ˈuno e kwarantaˈtrɛ]","Telling_Time"
"13:44","one forty-four","le uno e quarantaquattro","[le ˈuno e kwarantaˈkwattro]","Telling_Time"
"13:45","one forty-five","le uno e quarantacinque","[le ˈuno e kwarantaˈtʃiŋkwe]","Telling_Time"
"13:46","one forty-six","le uno e quarantasei","[le ˈuno e kwarantaˈsɛi]","Telling_Time"
"13:47","one forty-seven","le uno e quarantasette","[le ˈuno e kwarantaˈsɛtte]","Telling_Time"
"13:48","one forty-eight","le uno e quarantotto","[le ˈuno e kwarantˈɔtto]","Telling_Time"
"13:49","one forty-nine","le uno e quarantanove","[le ˈuno e kwarantaˈnɔve]","Telling_Time"
"13:50","one fifty","le uno e cinquanta","[le ˈuno e tʃiŋˈkwanta]","Telling_Time"
"13:51","one fifty-one","le uno e cinquantuno","[le ˈuno e tʃiŋkwantuˈno]","Telling_Time"
"13:52","one fifty-two","le uno e cinquantadue","[le ˈuno e tʃiŋkwantaˈdu.e]","Telling_Time"
"13:53","one fifty-three","le uno e cinquantatré","[le ˈuno e tʃiŋkwantaˈtrɛ]","Telling_Time"
"13:54","one fifty-four","le uno e cinquantaquattro","[le ˈuno e tʃiŋkwantaˈkwattro]","Telling_Time"
"13:55","one fifty-five","le uno e cinquantacinque","[le ˈuno e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"13:56","one fifty-six","le uno e cinquantasei","[le ˈuno e tʃiŋkwantaˈsɛi]","Telling_Time"
"13:57","one fifty-seven","le uno e cinquantasette","[le ˈuno e tʃiŋkwantaˈsɛtte]","Telling_Time"
"13:58","one fifty-eight","le uno e cinquantotto","[le ˈuno e tʃiŋkwantˈɔtto]","Telling_Time"
"13:59","one fifty-nine","le uno e cinquantanove","[le ˈuno e tʃiŋkwantaˈnɔve]","Telling_Time"
"14:00","two o'clock","le due","[le ˈdu.e]","Telling_Time"
"14:01","two oh one","le due e uno","[le ˈdu.e e ˈuno]","Telling_Time"
"14:02","two oh two","le due e due","[le ˈdu.e e ˈdu.e]","Telling_Time"
"14:03","two oh three","le due e tre","[le ˈdu.e e ˈtrɛ]","Telling_Time"
"14:04","two oh four","le due e quattro","[le ˈdu.e e ˈkwattro]","Telling_Time"
"14:05","two oh five","le due e cinque","[le ˈdu.e e ˈtʃiŋkwe]","Telling_Time"
"14:06","two oh six","le due e sei","[le ˈdu.e e ˈsɛi]","Telling_Time"
"14:07","two oh seven","le due e sette","[le ˈdu.e e ˈsɛtte]","Telling_Time"
"14:08","two oh eight","le due e otto","[le ˈdu.e e ˈɔtto]","Telling_Time"
"14:09","two oh nine","le due e nove","[le ˈdu.e e ˈnɔve]","Telling_Time"
"14:10","two ten","le due e dieci","[le ˈdu.e e ˈdjɛtʃi]","Telling_Time"
"14:11","two eleven","le due e undici","[le ˈdu.e e ˈunditʃi]","Telling_Time"
"14:12","two twelve","le due e dodici","[le ˈdu.e e ˈdoditʃi]","Telling_Time"
"14:13","two thirteen","le due e tredici","[le ˈdu.e e treˈditʃi]","Telling_Time"
"14:14","two fourteen","le due e quattordici","[le ˈdu.e e kwatˈtorditʃi]","Telling_Time"
"14:15","two fifteen","le due e quindici","[le ˈdu.e e ˈkwinditʃi]","Telling_Time"
"14:16","two sixteen","le due e sedici","[le ˈdu.e e seˈditʃi]","Telling_Time"
"14:17","two seventeen","le due e diciassette","[le ˈdu.e e ditʃasˈsɛtte]","Telling_Time"
"14:18","two eighteen","le due e diciotto","[le ˈdu.e e ditʃˈɔtto]","Telling_Time"
"14:19","two nineteen","le due e diciannove","[le ˈdu.e e ditʃanˈnɔve]","Telling_Time"
"14:20","two twenty","le due e venti","[le ˈdu.e e ˈvɛnti]","Telling_Time"
"14:21","two twenty-one","le due e ventuno","[le ˈdu.e e ventuˈno]","Telling_Time"
"14:22","two twenty-two","le due e ventidue","[le ˈdu.e e ventiˈdu.e]","Telling_Time"
"14:23","two twenty-three","le due e ventitré","[le ˈdu.e e ventiˈtrɛ]","Telling_Time"
"14:24","two twenty-four","le due e ventiquattro","[le ˈdu.e e ventiˈkwattro]","Telling_Time"
"14:25","two twenty-five","le due e venticinque","[le ˈdu.e e ventitʃiŋˈkwe]","Telling_Time"
"14:26","two twenty-six","le due e ventisei","[le ˈdu.e e ventiˈsɛi]","Telling_Time"
"14:27","two twenty-seven","le due e ventisette","[le ˈdu.e e ventiˈsɛtte]","Telling_Time"
"14:28","two twenty-eight","le due e ventotto","[le ˈdu.e e ventˈɔtto]","Telling_Time"
"14:29","two twenty-nine","le due e ventinove","[le ˈdu.e e ventiˈnɔve]","Telling_Time"
"14:30","two thirty","le due e trenta","[le ˈdu.e e ˈtrɛnta]","Telling_Time"
"14:31","two thirty-one","le due e trentuno","[le ˈdu.e e trentuˈno]","Telling_Time"
"14:32","two thirty-two","le due e trentadue","[le ˈdu.e e trentaˈdu.e]","Telling_Time"
"14:33","two thirty-three","le due e trentatré","[le ˈdu.e e trentaˈtrɛ]","Telling_Time"
"14:34","two thirty-four","le due e trentaquattro","[le ˈdu.e e trentakˈkwattro]","Telling_Time"
"14:35","two thirty-five","le due e trentacinque","[le ˈdu.e e trentatʃiŋˈkwe]","Telling_Time"
"14:36","two thirty-six","le due e trentasei","[le ˈdu.e e trantaˈsɛi]","Telling_Time"
"14:37","two thirty-seven","le due e trentasette","[le ˈdu.e e trantaˈsɛtte]","Telling_Time"
"14:38","two thirty-eight","le due e trentotto","[le ˈdu.e e trantˈɔtto]","Telling_Time"
"14:39","two thirty-nine","le due e trentanove","[le ˈdu.e e trantaˈnɔve]","Telling_Time"
"14:40","two forty","le due e quaranta","[le ˈdu.e e kwaˈranta]","Telling_Time"
"14:41","two forty-one","le due e quarantuno","[le ˈdu.e e kwarantuˈno]","Telling_Time"
"14:42","two forty-two","le due e quarantadue","[le ˈdu.e e kwarantaˈdu.e]","Telling_Time"
"14:43","two forty-three","le due e quarantatré","[le ˈdu.e e kwarantaˈtrɛ]","Telling_Time"
"14:44","two forty-four","le due e quarantaquattro","[le ˈdu.e e kwarantaˈkwattro]","Telling_Time"
"14:45","two forty-five","le due e quarantacinque","[le ˈdu.e e kwarantaˈtʃiŋkwe]","Telling_Time"
"14:46","two forty-six","le due e quarantasei","[le ˈdu.e e kwarantaˈsɛi]","Telling_Time"
"14:47","two forty-seven","le due e quarantasette","[le ˈdu.e e kwarantaˈsɛtte]","Telling_Time"
"14:48","two forty-eight","le due e quarantotto","[le ˈdu.e e kwarantˈɔtto]","Telling_Time"
"14:49","two forty-nine","le due e quarantanove","[le ˈdu.e e kwarantaˈnɔve]","Telling_Time"
"14:50","two fifty","le due e cinquanta","[le ˈdu.e e tʃiŋˈkwanta]","Telling_Time"
"14:51","two fifty-one","le due e cinquantuno","[le ˈdu.e e tʃiŋkwantuˈno]","Telling_Time"
"14:52","two fifty-two","le due e cinquantadue","[le ˈdu.e e tʃiŋkwantaˈdu.e]","Telling_Time"
"14:53","two fifty-three","le due e cinquantatré","[le ˈdu.e e tʃiŋkwantaˈtrɛ]","Telling_Time"
"14:54","two fifty-four","le due e cinquantaquattro","[le ˈdu.e e tʃiŋkwantaˈkwattro]","Telling_Time"
"14:55","two fifty-five","le due e cinquantacinque","[le ˈdu.e e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"14:56","two fifty-six","le due e cinquantasei","[le ˈdu.e e tʃiŋkwantaˈsɛi]","Telling_Time"
"14:57","two fifty-seven","le due e cinquantasette","[le ˈdu.e e tʃiŋkwantaˈsɛtte]","Telling_Time"
"14:58","two fifty-eight","le due e cinquantotto","[le ˈdu.e e tʃiŋkwantˈɔtto]","Telling_Time"
"14:59","two fifty-nine","le due e cinquantanove","[le ˈdu.e e tʃiŋkwantaˈnɔve]","Telling_Time"
"15:00","three o'clock","le tre","[le ˈtrɛ]","Telling_Time"
"15:01","three oh one","le tre e uno","[le ˈtrɛ e ˈuno]","Telling_Time"
"15:02","three oh two","le tre e due","[le ˈtrɛ e ˈdu.e]","Telling_Time"
"15:03","three oh three","le tre e tre","[le ˈtrɛ e ˈtrɛ]","Telling_Time"
"15:04","three oh four","le tre e quattro","[le ˈtrɛ e ˈkwattro]","Telling_Time"
"15:05","three oh five","le tre e cinque","[le ˈtrɛ e ˈtʃiŋkwe]","Telling_Time"
"15:06","three oh six","le tre e sei","[le ˈtrɛ e ˈsɛi]","Telling_Time"
"15:07","three oh seven","le tre e sette","[le ˈtrɛ e ˈsɛtte]","Telling_Time"
"15:08","three oh eight","le tre e otto","[le ˈtrɛ e ˈɔtto]","Telling_Time"
"15:09","three oh nine","le tre e nove","[le ˈtrɛ e ˈnɔve]","Telling_Time"
"15:10","three ten","le tre e dieci","[le ˈtrɛ e ˈdjɛtʃi]","Telling_Time"
"15:11","three eleven","le tre e undici","[le ˈtrɛ e ˈunditʃi]","Telling_Time"
"15:12","three twelve","le tre e dodici","[le ˈtrɛ e ˈdoditʃi]","Telling_Time"
"15:13","three thirteen","le tre e tredici","[le ˈtrɛ e treˈditʃi]","Telling_Time"
"15:14","three fourteen","le tre e quattordici","[le ˈtrɛ e kwatˈtorditʃi]","Telling_Time"
"15:15","three fifteen","le tre e quindici","[le ˈtrɛ e ˈkwinditʃi]","Telling_Time"
"15:16","three sixteen","le tre e sedici","[le ˈtrɛ e seˈditʃi]","Telling_Time"
"15:17","three seventeen","le tre e diciassette","[le ˈtrɛ e ditʃasˈsɛtte]","Telling_Time"
"15:18","three eighteen","le tre e diciotto","[le ˈtrɛ e ditʃˈɔtto]","Telling_Time"
"15:19","three nineteen","le tre e diciannove","[le ˈtrɛ e ditʃanˈnɔve]","Telling_Time"
"15:20","three twenty","le tre e venti","[le ˈtrɛ e ˈvɛnti]","Telling_Time"
"15:21","three twenty-one","le tre e ventuno","[le ˈtrɛ e ventuˈno]","Telling_Time"
"15:22","three twenty-two","le tre e ventidue","[le ˈtrɛ e ventiˈdu.e]","Telling_Time"
"15:23","three twenty-three","le tre e ventitré","[le ˈtrɛ e ventiˈtrɛ]","Telling_Time"
"15:24","three twenty-four","le tre e ventiquattro","[le ˈtrɛ e ventiˈkwattro]","Telling_Time"
"15:25","three twenty-five","le tre e venticinque","[le ˈtrɛ e ventitʃiŋˈkwe]","Telling_Time"
"15:26","three twenty-six","le tre e ventisei","[le ˈtrɛ e ventiˈsɛi]","Telling_Time"
"15:27","three twenty-seven","le tre e ventisette","[le ˈtrɛ e ventiˈsɛtte]","Telling_Time"
"15:28","three twenty-eight","le tre e ventotto","[le ˈtrɛ e ventˈɔtto]","Telling_Time"
"15:29","three twenty-nine","le tre e ventinove","[le ˈtrɛ e ventiˈnɔve]","Telling_Time"
"15:30","three thirty","le tre e trenta","[le ˈtrɛ e ˈtrɛnta]","Telling_Time"
"15:31","three thirty-one","le tre e trentuno","[le ˈtrɛ e trentuˈno]","Telling_Time"
"15:32","three thirty-two","le tre e trentadue","[le ˈtrɛ e trentaˈdu.e]","Telling_Time"
"15:33","three thirty-three","le tre e trentatré","[le ˈtrɛ e trentaˈtrɛ]","Telling_Time"
"15:34","three thirty-four","le tre e trentaquattro","[le ˈtrɛ e trentakˈkwattro]","Telling_Time"
"15:35","three thirty-five","le tre e trentacinque","[le ˈtrɛ e trentatʃiŋˈkwe]","Telling_Time"
"15:36","three thirty-six","le tre e trentasei","[le ˈtrɛ e trantaˈsɛi]","Telling_Time"
"15:37","three thirty-seven","le tre e trentasette","[le ˈtrɛ e trantaˈsɛtte]","Telling_Time"
"15:38","three thirty-eight","le tre e trentotto","[le ˈtrɛ e trantˈɔtto]","Telling_Time"
"15:39","three thirty-nine","le tre e trentanove","[le ˈtrɛ e trantaˈnɔve]","Telling_Time"
"15:40","three forty","le tre e quaranta","[le ˈtrɛ e kwaˈranta]","Telling_Time"
"15:41","three forty-one","le tre e quarantuno","[le ˈtrɛ e kwarantuˈno]","Telling_Time"
"15:42","three forty-two","le tre e quarantadue","[le ˈtrɛ e kwarantaˈdu.e]","Telling_Time"
"15:43","three forty-three","le tre e quarantatré","[le ˈtrɛ e kwarantaˈtrɛ]","Telling_Time"
"15:44","three forty-four","le tre e quarantaquattro","[le ˈtrɛ e kwarantaˈkwattro]","Telling_Time"
"15:45","three forty-five","le tre e quarantacinque","[le ˈtrɛ e kwarantaˈtʃiŋkwe]","Telling_Time"
"15:46","three forty-six","le tre e quarantasei","[le ˈtrɛ e kwarantaˈsɛi]","Telling_Time"
"15:47","three forty-seven","le tre e quarantasette","[le ˈtrɛ e kwarantaˈsɛtte]","Telling_Time"
"15:48","three forty-eight","le tre e quarantotto","[le ˈtrɛ e kwarantˈɔtto]","Telling_Time"
"15:49","three forty-nine","le tre e quarantanove","[le ˈtrɛ e kwarantaˈnɔve]","Telling_Time"
"15:50","three fifty","le tre e cinquanta","[le ˈtrɛ e tʃiŋˈkwanta]","Telling_Time"
"15:51","three fifty-one","le tre e cinquantuno","[le ˈtrɛ e tʃiŋkwantuˈno]","Telling_Time"
"15:52","three fifty-two","le tre e cinquantadue","[le ˈtrɛ e tʃiŋkwantaˈdu.e]","Telling_Time"
"15:53","three fifty-three","le tre e cinquantatré","[le ˈtrɛ e tʃiŋkwantaˈtrɛ]","Telling_Time"
"15:54","three fifty-four","le tre e cinquantaquattro","[le ˈtrɛ e tʃiŋkwantaˈkwattro]","Telling_Time"
"15:55","three fifty-five","le tre e cinquantacinque","[le ˈtrɛ e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"15:56","three fifty-six","le tre e cinquantasei","[le ˈtrɛ e tʃiŋkwantaˈsɛi]","Telling_Time"
"15:57","three fifty-seven","le tre e cinquantasette","[le ˈtrɛ e tʃiŋkwantaˈsɛtte]","Telling_Time"
"15:58","three fifty-eight","le tre e cinquantotto","[le ˈtrɛ e tʃiŋkwantˈɔtto]","Telling_Time"
"15:59","three fifty-nine","le tre e cinquantanove","[le ˈtrɛ e tʃiŋkwantaˈnɔve]","Telling_Time"
"16:00","four o'clock","le quattro","[le ˈkwattro]","Telling_Time"
"16:01","four oh one","le quattro e uno","[le ˈkwattro e ˈuno]","Telling_Time"
"16:02","four oh two","le quattro e due","[le ˈkwattro e ˈdu.e]","Telling_Time"
"16:03","four oh three","le quattro e tre","[le ˈkwattro e ˈtrɛ]","Telling_Time"
"16:04","four oh four","le quattro e quattro","[le ˈkwattro e ˈkwattro]","Telling_Time"
"16:05","four oh five","le quattro e cinque","[le ˈkwattro e ˈtʃiŋkwe]","Telling_Time"
"16:06","four oh six","le quattro e sei","[le ˈkwattro e ˈsɛi]","Telling_Time"
"16:07","four oh seven","le quattro e sette","[le ˈkwattro e ˈsɛtte]","Telling_Time"
"16:08","four oh eight","le quattro e otto","[le ˈkwattro e ˈɔtto]","Telling_Time"
"16:09","four oh nine","le quattro e nove","[le ˈkwattro e ˈnɔve]","Telling_Time"
"16:10","four ten","le quattro e dieci","[le ˈkwattro e ˈdjɛtʃi]","Telling_Time"
"16:11","four eleven","le quattro e undici","[le ˈkwattro e ˈunditʃi]","Telling_Time"
"16:12","four twelve","le quattro e dodici","[le ˈkwattro e ˈdoditʃi]","Telling_Time"
"16:13","four thirteen","le quattro e tredici","[le ˈkwattro e treˈditʃi]","Telling_Time"
"16:14","four fourteen","le quattro e quattordici","[le ˈkwattro e kwatˈtorditʃi]","Telling_Time"
"16:15","four fifteen","le quattro e quindici","[le ˈkwattro e ˈkwinditʃi]","Telling_Time"
"16:16","four sixteen","le quattro e sedici","[le ˈkwattro e seˈditʃi]","Telling_Time"
"16:17","four seventeen","le quattro e diciassette","[le ˈkwattro e ditʃasˈsɛtte]","Telling_Time"
"16:18","four eighteen","le quattro e diciotto","[le ˈkwattro e ditʃˈɔtto]","Telling_Time"
"16:19","four nineteen","le quattro e diciannove","[le ˈkwattro e ditʃanˈnɔve]","Telling_Time"
"16:20","four twenty","le quattro e venti","[le ˈkwattro e ˈvɛnti]","Telling_Time"
"16:21","four twenty-one","le quattro e ventuno","[le ˈkwattro e ventuˈno]","Telling_Time"
"16:22","four twenty-two","le quattro e ventidue","[le ˈkwattro e ventiˈdu.e]","Telling_Time"
"16:23","four twenty-three","le quattro e ventitré","[le ˈkwattro e ventiˈtrɛ]","Telling_Time"
"16:24","four twenty-four","le quattro e ventiquattro","[le ˈkwattro e ventiˈkwattro]","Telling_Time"
"16:25","four twenty-five","le quattro e venticinque","[le ˈkwattro e ventitʃiŋˈkwe]","Telling_Time"
"16:26","four twenty-six","le quattro e ventisei","[le ˈkwattro e ventiˈsɛi]","Telling_Time"
"16:27","four twenty-seven","le quattro e ventisette","[le ˈkwattro e ventiˈsɛtte]","Telling_Time"
"16:28","four twenty-eight","le quattro e ventotto","[le ˈkwattro e ventˈɔtto]","Telling_Time"
"16:29","four twenty-nine","le quattro e ventinove","[le ˈkwattro e ventiˈnɔve]","Telling_Time"
"16:30","four thirty","le quattro e trenta","[le ˈkwattro e ˈtrɛnta]","Telling_Time"
"16:31","four thirty-one","le quattro e trentuno","[le ˈkwattro e trentuˈno]","Telling_Time"
"16:32","four thirty-two","le quattro e trentadue","[le ˈkwattro e trentaˈdu.e]","Telling_Time"
"16:33","four thirty-three","le quattro e trentatré","[le ˈkwattro e trentaˈtrɛ]","Telling_Time"
"16:34","four thirty-four","le quattro e trentaquattro","[le ˈkwattro e trentakˈkwattro]","Telling_Time"
"16:35","four thirty-five","le quattro e trentacinque","[le ˈkwattro e trentatʃiŋˈkwe]","Telling_Time"
"16:36","four thirty-six","le quattro e trentasei","[le ˈkwattro e trantaˈsɛi]","Telling_Time"
"16:37","four thirty-seven","le quattro e trentasette","[le ˈkwattro e trantaˈsɛtte]","Telling_Time"
"16:38","four thirty-eight","le quattro e trentotto","[le ˈkwattro e trantˈɔtto]","Telling_Time"
"16:39","four thirty-nine","le quattro e trentanove","[le ˈkwattro e trantaˈnɔve]","Telling_Time"
"16:40","four forty","le quattro e quaranta","[le ˈkwattro e kwaˈranta]","Telling_Time"
"16:41","four forty-one","le quattro e quarantuno","[le ˈkwattro e kwarantuˈno]","Telling_Time"
"16:42","four forty-two","le quattro e quarantadue","[le ˈkwattro e kwarantaˈdu.e]","Telling_Time"
"16:43","four forty-three","le quattro e quarantatré","[le ˈkwattro e kwarantaˈtrɛ]","Telling_Time"
"16:44","four forty-four","le quattro e quarantaquattro","[le ˈkwattro e kwarantaˈkwattro]","Telling_Time"
"16:45","four forty-five","le quattro e quarantacinque","[le ˈkwattro e kwarantaˈtʃiŋkwe]","Telling_Time"
"16:46","four forty-six","le quattro e quarantasei","[le ˈkwattro e kwarantaˈsɛi]","Telling_Time"
"16:47","four forty-seven","le quattro e quarantasette","[le ˈkwattro e kwarantaˈsɛtte]","Telling_Time"
"16:48","four forty-eight","le quattro e quarantotto","[le ˈkwattro e kwarantˈɔtto]","Telling_Time"
"16:49","four forty-nine","le quattro e quarantanove","[le ˈkwattro e kwarantaˈnɔve]","Telling_Time"
"16:50","four fifty","le quattro e cinquanta","[le ˈkwattro e tʃiŋˈkwanta]","Telling_Time"
"16:51","four fifty-one","le quattro e cinquantuno","[le ˈkwattro e tʃiŋkwantuˈno]","Telling_Time"
"16:52","four fifty-two","le quattro e cinquantadue","[le ˈkwattro e tʃiŋkwantaˈdu.e]","Telling_Time"
"16:53","four fifty-three","le quattro e cinquantatré","[le ˈkwattro e tʃiŋkwantaˈtrɛ]","Telling_Time"
"16:54","four fifty-four","le quattro e cinquantaquattro","[le ˈkwattro e tʃiŋkwantaˈkwattro]","Telling_Time"
"16:55","four fifty-five","le quattro e cinquantacinque","[le ˈkwattro e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"16:56","four fifty-six","le quattro e cinquantasei","[le ˈkwattro e tʃiŋkwantaˈsɛi]","Telling_Time"
"16:57","four fifty-seven","le quattro e cinquantasette","[le ˈkwattro e tʃiŋkwantaˈsɛtte]","Telling_Time"
"16:58","four fifty-eight","le quattro e cinquantotto","[le ˈkwattro e tʃiŋkwantˈɔtto]","Telling_Time"
"16:59","four fifty-nine","le quattro e cinquantanove","[le ˈkwattro e tʃiŋkwantaˈnɔve]","Telling_Time"
"17:00","five o'clock","le cinque","[le ˈtʃiŋkwe]","Telling_Time"
"17:01","five oh one","le cinque e uno","[le ˈtʃiŋkwe e ˈuno]","Telling_Time"
"17:02","five oh two","le cinque e due","[le ˈtʃiŋkwe e ˈdu.e]","Telling_Time"
"17:03","five oh three","le cinque e tre","[le ˈtʃiŋkwe e ˈtrɛ]","Telling_Time"
"17:04","five oh four","le cinque e quattro","[le ˈtʃiŋkwe e ˈkwattro]","Telling_Time"
"17:05","five oh five","le cinque e cinque","[le ˈtʃiŋkwe e ˈtʃiŋkwe]","Telling_Time"
"17:06","five oh six","le cinque e sei","[le ˈtʃiŋkwe e ˈsɛi]","Telling_Time"
"17:07","five oh seven","le cinque e sette","[le ˈtʃiŋkwe e ˈsɛtte]","Telling_Time"
"17:08","five oh eight","le cinque e otto","[le ˈtʃiŋkwe e ˈɔtto]","Telling_Time"
"17:09","five oh nine","le cinque e nove","[le ˈtʃiŋkwe e ˈnɔve]","Telling_Time"
"17:10","five ten","le cinque e dieci","[le ˈtʃiŋkwe e ˈdjɛtʃi]","Telling_Time"
"17:11","five eleven","le cinque e undici","[le ˈtʃiŋkwe e ˈunditʃi]","Telling_Time"
"17:12","five twelve","le cinque e dodici","[le ˈtʃiŋkwe e ˈdoditʃi]","Telling_Time"
"17:13","five thirteen","le cinque e tredici","[le ˈtʃiŋkwe e treˈditʃi]","Telling_Time"
"17:14","five fourteen","le cinque e quattordici","[le ˈtʃiŋkwe e kwatˈtorditʃi]","Telling_Time"
"17:15","five fifteen","le cinque e quindici","[le ˈtʃiŋkwe e ˈkwinditʃi]","Telling_Time"
"17:16","five sixteen","le cinque e sedici","[le ˈtʃiŋkwe e seˈditʃi]","Telling_Time"
"17:17","five seventeen","le cinque e diciassette","[le ˈtʃiŋkwe e ditʃasˈsɛtte]","Telling_Time"
"17:18","five eighteen","le cinque e diciotto","[le ˈtʃiŋkwe e ditʃˈɔtto]","Telling_Time"
"17:19","five nineteen","le cinque e diciannove","[le ˈtʃiŋkwe e ditʃanˈnɔve]","Telling_Time"
"17:20","five twenty","le cinque e venti","[le ˈtʃiŋkwe e ˈvɛnti]","Telling_Time"
"17:21","five twenty-one","le cinque e ventuno","[le ˈtʃiŋkwe e ventuˈno]","Telling_Time"
"17:22","five twenty-two","le cinque e ventidue","[le ˈtʃiŋkwe e ventiˈdu.e]","Telling_Time"
"17:23","five twenty-three","le cinque e ventitré","[le ˈtʃiŋkwe e ventiˈtrɛ]","Telling_Time"
"17:24","five twenty-four","le cinque e ventiquattro","[le ˈtʃiŋkwe e ventiˈkwattro]","Telling_Time"
"17:25","five twenty-five","le cinque e venticinque","[le ˈtʃiŋkwe e ventitʃiŋˈkwe]","Telling_Time"
"17:26","five twenty-six","le cinque e ventisei","[le ˈtʃiŋkwe e ventiˈsɛi]","Telling_Time"
"17:27","five twenty-seven","le cinque e ventisette","[le ˈtʃiŋkwe e ventiˈsɛtte]","Telling_Time"
"17:28","five twenty-eight","le cinque e ventotto","[le ˈtʃiŋkwe e ventˈɔtto]","Telling_Time"
"17:29","five twenty-nine","le cinque e ventinove","[le ˈtʃiŋkwe e ventiˈnɔve]","Telling_Time"
"17:30","five thirty","le cinque e trenta","[le ˈtʃiŋkwe e ˈtrɛnta]","Telling_Time"
"17:31","five thirty-one","le cinque e trentuno","[le ˈtʃiŋkwe e trentuˈno]","Telling_Time"
"17:32","five thirty-two","le cinque e trentadue","[le ˈtʃiŋkwe e trentaˈdu.e]","Telling_Time"
"17:33","five thirty-three","le cinque e trentatré","[le ˈtʃiŋkwe e trentaˈtrɛ]","Telling_Time"
"17:34","five thirty-four","le cinque e trentaquattro","[le ˈtʃiŋkwe e trentakˈkwattro]","Telling_Time"
"17:35","five thirty-five","le cinque e trentacinque","[le ˈtʃiŋkwe e trentatʃiŋˈkwe]","Telling_Time"
"17:36","five thirty-six","le cinque e trentasei","[le ˈtʃiŋkwe e trantaˈsɛi]","Telling_Time"
"17:37","five thirty-seven","le cinque e trentasette","[le ˈtʃiŋkwe e trantaˈsɛtte]","Telling_Time"
"17:38","five thirty-eight","le cinque e trentotto","[le ˈtʃiŋkwe e trantˈɔtto]","Telling_Time"
"17:39","five thirty-nine","le cinque e trentanove","[le ˈtʃiŋkwe e trantaˈnɔve]","Telling_Time"
"17:40","five forty","le cinque e quaranta","[le ˈtʃiŋkwe e kwaˈranta]","Telling_Time"
"17:41","five forty-one","le cinque e quarantuno","[le ˈtʃiŋkwe e kwarantuˈno]","Telling_Time"
"17:42","five forty-two","le cinque e quarantadue","[le ˈtʃiŋkwe e kwarantaˈdu.e]","Telling_Time"
"17:43","five forty-three","le cinque e quarantatré","[le ˈtʃiŋkwe e kwarantaˈtrɛ]","Telling_Time"
