English_Term,Translation,English_Sentence,Sentence_Translation,IPA,CEFR_Level,Tags,Notes
golfer,,,,,b1,,
goodness,,,,,b1,,
goods,,,,,b1,,
gorgeous,,,,,b1,,
gorilla,,,,,b1,,
gossip,,,,,b1,,
govern,,,,,b1,,
governor,,,,,b1,,
gown,,,,,b1,,
grab,,,,,b1,,
graceful,,,,,b1,,
graduation,,,,,b1,,
grain,,,,,b1,,
grant,,,,,b1,,
graph,,,,,b1,,
graphic,,,,,b1,,
graphics,,,,,b1,,
gratitude,,,,,b1,,
grave,,,,,b1,,
gravy,,,,,b1,,
greenhouse,,,,,b1,,
greeting,,,,,b1,,
grill,,,,,b1,,
groom,,,,,b1,,
ground,,,,,b1,,
grouping,,,,,b1,,
growth,,,,,b1,,
guarantee,,,,,b1,,
guidance,,,,,b1,,
guilt,,,,,b1,,
guilty,,,,,b1,,
guitarist,,,,,b1,,
gymnastics,,,,,b1,,
habitat,,,,,b1,,
hairdresser,,,,,b1,,
hairdryer,,,,,b1,,
hammer,,,,,b1,,
hand-held,,,,,b1,,
handball,,,,,b1,,
handkerchief,,,,,b1,,
handshake,,,,,b1,,
handwriting,,,,,b1,,
handy,,,,,b1,,
hang,,,,,b1,,
hanging,,,,,b1,,
harbor,,,,,b1,,
hard-working,,,,,b1,,
hardship,,,,,b1,,
harness,,,,,b1,,
hasty,,,,,b1,,
hatch,,,,,b1,,
hatred,,,,,b1,,
haunt,,,,,b1,,
haven,,,,,b1,,
hazard,,,,,b1,,
headline,,,,,b1,,
heal,,,,,b1,,
healing,,,,,b1,,
hearing,,,,,b1,,
heart,,,,,b1,,
hearted,,,,,b1,,
hearty,,,,,b1,,
heater,,,,,b1,,
heaven,,,,,b1,,
heavenly,,,,,b1,,
heel,,,,,b1,,
helicopter,,,,,b1,,
helmet,,,,,b1,,
helpless,,,,,b1,,
herd,,,,,b1,,
hesitate,,,,,b1,,
hidden,,,,,b1,,
highlight,,,,,b1,,
highly,,,,,b1,,
hip,,,,,b1,,
hire,,,,,b1,,
historian,,,,,b1,,
historic,,,,,b1,,
historical,,,,,b1,,
holy,,,,,b1,,
homeless,,,,,b1,,
honest,,,,,b1,,
honestly,,,,,b1,,
honesty,,,,,b1,,
honeymoon,,,,,b1,,
hop,,,,,b1,,
hopeful,,,,,b1,,
hopefully,,,,,b1,,
hopeless,,,,,b1,,
horizon,,,,,b1,,
horn,,,,,b1,,
horrible,,,,,b1,,
horrify,,,,,b1,,
hostel,,,,,b1,,
household,,,,,b1,,
housework,,,,,b1,,
humanity,,,,,b1,,
humid,,,,,b1,,
humor,,,,,b1,,
humorous,,,,,b1,,
hunger,,,,,b1,,
hunt,,,,,b1,,
hurricane,,,,,b1,,
hurriedly,,,,,b1,,
hut,,,,,b1,,
ice,,,,,b1,,
ice,,,,,b1,,
identity,,,,,b1,,
identity,,,,,b1,,
idiom,,,,,b1,,
idol,,,,,b1,,
ignore,,,,,b1,,
illegally,,,,,b1,,
illuminate,,,,,b1,,
imaginary,,,,,b1,,
imitate,,,,,b1,,
immediate,,,,,b1,,
immigrant,,,,,b1,,
immigrate,,,,,b1,,
immigration,,,,,b1,,
impair,,,,,b1,,
import,,,,,b1,,
impression,,,,,b1,,
impressive,,,,,b1,,
improper,,,,,b1,,
improvement,,,,,b1,,
incident,,,,,b1,,
income,,,,,b1,,
inconvenient,,,,,b1,,
incorrect,,,,,b1,,
increasingly,,,,,b1,,
incredibly,,,,,b1,,
indefinite,,,,,b1,,
indirect,,,,,b1,,
indirectly,,,,,b1,,
indoors,,,,,b1,,
industrial,,,,,b1,,
inevitable,,,,,b1,,
infection,,,,,b1,,
infinitive,,,,,b1,,
inform,,,,,b1,,
informative,,,,,b1,,
ingredient,,,,,b1,,
inhabitant,,,,,b1,,
inhale,,,,,b1,,
initial,,,,,b1,,
initially,,,,,b1,,
inject,,,,,b1,,
injured,,,,,b1,,
ink,,,,,b1,,
innermost,,,,,b1,,
innocent,,,,,b1,,
innovator,,,,,b1,,
inquiry,,,,,b1,,
insane,,,,,b1,,
inscribe,,,,,b1,,
inscription,,,,,b1,,
insight,,,,,b1,,
insist,,,,,b1,,
inspection,,,,,b1,,
inspire,,,,,b1,,
install,,,,,b1,,
instance,,,,,b1,,
instead,,,,,b1,,
institute,,,,,b1,,
insurance,,,,,b1,,
intend,,,,,b1,,
intense,,,,,b1,,
intensive,,,,,b1,,
intention,,,,,b1,,
intentionally,,,,,b1,,
interact,,,,,b1,,
interaction,,,,,b1,,
intermediate,,,,,b1,,
intermission,,,,,b1,,
internal,,,,,b1,,
internationally,,,,,b1,,
interrupt,,,,,b1,,
interval,,,,,b1,,
interviewee,,,,,b1,,
invasion,,,,,b1,,
invest,,,,,b1,,
investigate,,,,,b1,,
investigation,,,,,b1,,
involuntarily,,,,,b1,,
involved,,,,,b1,,
iron,,,,,b1,,
ironing,,,,,b1,,
irregular,,,,,b1,,
irritate,,,,,b1,,
isle,,,,,b1,,
isolation,,,,,b1,,
ivory,,,,,b1,,
jade,,,,,b1,,
jail,,,,,b1,,
jar,,,,,b1,,
jealous,,,,,b1,,
jewel,,,,,b1,,
jog,,,,,b1,,
jogging,,,,,b1,,
joint,,,,,b1,,
journal,,,,,b1,,
judgment,,,,,b1,,
jug,,,,,b1,,
juicy,,,,,b1,,
jumper,,,,,b1,,
jungle,,,,,b1,,
justice,,,,,b1,,
keen,,,,,b1,,
kettle,,,,,b1,,
keyboard,,,,,b1,,
killing,,,,,b1,,
kind,,,,,b1,,
kindness,,,,,b1,,
kitten,,,,,b1,,
knit,,,,,b1,,
label,,,,,b1,,
laboratory,,,,,b1,,
ladder,,,,,b1,,
lamb,,,,,b1,,
landlord,,,,,b1,,
largely,,,,,b1,,
lasting,,,,,b1,,
latecomer,,,,,b1,,
lately,,,,,b1,,
launch,,,,,b1,,
lawful,,,,,b1,,
lay,,,,,b1,,
layer,,,,,b1,,
leadership,,,,,b1,,
leading,,,,,b1,,
league,,,,,b1,,
lean,,,,,b1,,
leap,,,,,b1,,
legal,,,,,b1,,
legally,,,,,b1,,
length,,,,,b1,,
lessen,,,,,b1,,
lettuce,,,,,b1,,
liar,,,,,b1,,
liberate,,,,,b1,,
liberation,,,,,b1,,
librarian,,,,,b1,,
lie,,,,,b1,,
lifeguard,,,,,b1,,
lifelong,,,,,b1,,
lighter,,,,,b1,,
lightly,,,,,b1,,
lightning,,,,,b1,,
likeness,,,,,b1,,
limit,,,,,b1,,
limitation,,,,,b1,,
limited,,,,,b1,,
limp,,,,,b1,,
liquid,,,,,b1,,
literary,,,,,b1,,
literature,,,,,b1,,
liver,,,,,b1,,
loaf,,,,,b1,,
locate,,,,,b1,,
located,,,,,b1,,
location,,,,,b1,,
lodge,,,,,b1,,
log,,,,,b1,,
logic,,,,,b1,,
logo,,,,,b1,,
loss,,,,,b1,,
lottery,,,,,b1,,
loudspeaker,,,,,b1,,
lovingly,,,,,b1,,
loyal,,,,,b1,,
loyalty,,,,,b1,,
luggage,,,,,b1,,
lung,,,,,b1,,
luxury,,,,,b1,,
magical,,,,,b1,,
magician,,,,,b1,,
magnificent,,,,,b1,,
mailbox,,,,,b1,,
maintain,,,,,b1,,
maintenance,,,,,b1,,
majority,,,,,b1,,
management,,,,,b1,,
mankind,,,,,b1,,
maple,,,,,b1,,
marble,,,,,b1,,
march,,,,,b1,,
marine,,,,,b1,,
marked,,,,,b1,,
marketing,,,,,b1,,
marriage,,,,,b1,,
mash,,,,,b1,,
mass,,,,,b1,,
massive,,,,,b1,,
mathematician,,,,,b1,,
maximum,,,,,b1,,
mayor,,,,,b1,,
meaningful,,,,,b1,,
meanwhile,,,,,b1,,
measure,,,,,b1,,
measurement,,,,,b1,,
mechanic,,,,,b1,,
mechanical,,,,,b1,,
meditate,,,,,b1,,
meditation,,,,,b1,,
medium,,,,,b1,,
melt,,,,,b1,,
membership,,,,,b1,,
memorable,,,,,b1,,
memorize,,,,,b1,,
mend,,,,,b1,,
mental,,,,,b1,,
mentally,,,,,b1,,
merchant,,,,,b1,,
mere,,,,,b1,,
merely,,,,,b1,,
mess,,,,,b1,,
message,,,,,b1,,
messy,,,,,b1,,
middle-aged,,,,,b1,,
mild,,,,,b1,,
mine,,,,,b1,,
mineral,,,,,b1,,
minimize,,,,,b1,,
minimum,,,,,b1,,
minor,,,,,b1,,
minority,,,,,b1,,
minus,,,,,b1,,
miracle,,,,,b1,,
mischief,,,,,b1,,
miserable,,,,,b1,,
misery,,,,,b1,,
mislead,,,,,b1,,
mission,,,,,b1,,
misty,,,,,b1,,
misunderstanding,,,,,b1,,
mixing,,,,,b1,,
mixture,,,,,b1,,
modal,,,,,b1,,
modem,,,,,b1,,
moderate,,,,,b1,,
modify,,,,,b1,,
moisture,,,,,b1,,
molecule,,,,,b1,,
monitor,,,,,b1,,
monk,,,,,b1,,
monster,,,,,b1,,
monthly,,,,,b1,,
monument,,,,,b1,,
moral,,,,,b1,,
moreover,,,,,b1,,
mosquito,,,,,b1,,
moss,,,,,b1,,
motherland,,,,,b1,,
motionless,,,,,b1,,
motivate,,,,,b1,,
motivation,,,,,b1,,
motive,,,,,b1,,
motor,,,,,b1,,
motto,,,,,b1,,
mount,,,,,b1,,
mountaintop,,,,,b1,,
mourn,,,,,b1,,
mud,,,,,b1,,
mule,,,,,b1,,
murderer,,,,,b1,,
muscle,,,,,b1,,
mustard,,,,,b1,,
mutual,,,,,b1,,
myth,,,,,b1,,
nail,,,,,b1,,
naked,,,,,b1,,
nap,,,,,b1,,
narrate,,,,,b1,,
narrative,,,,,b1,,
nasty,,,,,b1,,
nationalist,,,,,b1,,
naturally,,,,,b1,,
navy,,,,,b1,,
nearby,,,,,b1,,
necessarily,,,,,b1,,
necklace,,,,,b1,,
nectar,,,,,b1,,
needle,,,,,b1,,
negotiate,,,,,b1,,
negotiation,,,,,b1,,
neighborhood,,,,,b1,,
neighbourhood,,,,,b1,,
nephew,,,,,b1,,
nervousness,,,,,b1,,
ness,,,,,b1,,
neutral,,,,,b1,,
nevertheless,,,,,b1,,
newborn,,,,,b1,,
newcomer,,,,,b1,,
newly,,,,,b1,,
next,,,,,b1,,
next-door,,,,,b1,,
nickname,,,,,b1,,
niece,,,,,b1,,
nightlife,,,,,b1,,
nod,,,,,b1,,
noisily,,,,,b1,,
nonetheless,,,,,b1,,
nonsense,,,,,b1,,
nor,,,,,b1,,
northeast,,,,,b1,,
northeastern,,,,,b1,,
northern,,,,,b1,,
northwest,,,,,b1,,
northwestern,,,,,b1,,
noticeable,,,,,b1,,
noticeboard,,,,,b1,,
notion,,,,,b1,,
notorious,,,,,b1,,
novelist,,,,,b1,,
nuclear,,,,,b1,,
nucleus,,,,,b1,,
numerous,,,,,b1,,
nutrient,,,,,b1,,
nutrition,,,,,b1,,
nutritious,,,,,b1,,
objection,,,,,b1,,
objective,,,,,b1,,
observation,,,,,b1,,
observe,,,,,b1,,
obstacle,,,,,b1,,
obtain,,,,,b1,,
obvious,,,,,b1,,
obviously,,,,,b1,,
occasion,,,,,b1,,
occasional,,,,,b1,,
occasionally,,,,,b1,,
occupy,,,,,b1,,
occur,,,,,b1,,
odd,,,,,b1,,
offensive,,,,,b1,,
officially,,,,,b1,,
oily,,,,,b1,,
old-fashioned,,,,,b1,,
oneself,,,,,b1,,
onstage,,,,,b1,,
onto,,,,,b1,,
opening,,,,,b1,,
operation,,,,,b1,,
opposition,,,,,b1,,
oppress,,,,,b1,,
oppression,,,,,b1,,
oral,,,,,b1,,
orbit,,,,,b1,,
orchestra,,,,,b1,,
orderly,,,,,b1,,
organ,,,,,b1,,
organic,,,,,b1,,
organised,,,,,b1,,
organiser,,,,,b1,,
organism,,,,,b1,,
organization,,,,,b1,,
origin,,,,,b1,,
originally,,,,,b1,,
otherwise,,,,,b1,,
ought,,,,,b1,,
ought,,,,,b1,,
out-of-date,,,,,b1,,
outdoor,,,,,b1,,
outdoors,,,,,b1,,
outer,,,,,b1,,
outlaw,,,,,b1,,
outline,,,,,b1,,
outstanding,,,,,b1,,
outward,,,,,b1,,
outweigh,,,,,b1,,
overcome,,,,,b1,,
overjoyed,,,,,b1,,
overnight,,,,,b1,,
overwhelm,,,,,b1,,
overwhelming,,,,,b1,,
overwork,,,,,b1,,
owe,,,,,b1,,
owing,,,,,b1,,
oxygen,,,,,b1,,
pace,,,,,b1,,
package,,,,,b1,,
packing,,,,,b1,,
paddle,,,,,b1,,
paid,,,,,b1,,
painful,,,,,b1,,
pale,,,,,b1,,
palm,,,,,b1,,
parachute,,,,,b1,,
paradise,,,,,b1,,
paralyze,,,,,b1,,
parcel,,,,,b1,,
parental,,,,,b1,,
parrot,,,,,b1,,
part-time,,,,,b1,,
partial,,,,,b1,,
participant,,,,,b1,,
participate,,,,,b1,,
participle,,,,,b1,,
particularly,,,,,b1,,
passion,,,,,b1,,
passive,,,,,b1,,
password,,,,,b1,,
patience,,,,,b1,,
patrol,,,,,b1,,
pause,,,,,b1,,
payment,,,,,b1,,
peanut,,,,,b1,,
peculiar,,,,,b1,,
penniless,,,,,b1,,
percent,,,,,b1,,
percentage,,,,,b1,,
performer,,,,,b1,,
permanent,,,,,b1,,
permanently,,,,,b1,,
permit,,,,,b1,,
personally,,,,,b1,,
persuade,,,,,b1,,
persuasive,,,,,b1,,
phantom,,,,,b1,,
pharmacy,,,,,b1,,
phenomenon,,,,,b1,,
philosopher,,,,,b1,,
philosophy,,,,,b1,,
phoenix,,,,,b1,,
photocopy,,,,,b1,,
phrasal,,,,,b1,,
pie,,,,,b1,,
piety,,,,,b1,,
pillow,,,,,b1,,
pin,,,,,b1,,
pineapple,,,,,b1,,
pipe,,,,,b1,,
pit,,,,,b1,,
plain,,,,,b1,,
planning,,,,,b1,,
pleasantly,,,,,b1,,
plot,,,,,b1,,
plug,,,,,b1,,
pocket,,,,,b1,,
poet,,,,,b1,,
poetry,,,,,b1,,
poison,,,,,b1,,
poisonous,,,,,b1,,
pole,,,,,b1,,
policy,,,,,b1,,
politely,,,,,b1,,
politician,,,,,b1,,
politics,,,,,b1,,
pollutant,,,,,b1,,
pond,,,,,b1,,
popcorn,,,,,b1,,
pork,,,,,b1,,
port,,,,,b1,,
positively,,,,,b1,,
possess,,,,,b1,,
possessive,,,,,b1,,
postcard,,,,,b1,,
postman,,,,,b1,,
pot,,,,,b1,,
potential,,,,,b1,,
pottery,,,,,b1,,
poverty,,,,,b1,,
powder,,,,,b1,,
practical,,,,,b1,,
praise,,,,,b1,,
prayer,,,,,b1,,
precious,,,,,b1,,
preference,,,,,b1,,
prefix,,,,,b1,,
pregnant,,,,,b1,,
prejudice,,,,,b1,,
preparation,,,,,b1,,
prepared,,,,,b1,,
preposition,,,,,b1,,
preschool,,,,,b1,,
prescription,,,,,b1,,
presence,,,,,b1,,
presentation,,,,,b1,,
preservation,,,,,b1,,
preserve,,,,,b1,,
press,,,,,b1,,
previous,,,,,b1,,
previously,,,,,b1,,
priest,,,,,b1,,
primarily,,,,,b1,,
primary,,,,,b1,,
primary,,,,,b1,,
primitive,,,,,b1,,
principle,,,,,b1,,
printing,,,,,b1,,
prisoner,,,,,b1,,
privacy,,,,,b1,,
probability,,,,,b1,,
proceed,,,,,b1,,
proclaim,,,,,b1,,
procrastination,,,,,b1,,
producer,,,,,b1,,
productive,,,,,b1,,
profession,,,,,b1,,
profit,,,,,b1,,
program,,,,,b1,,
prohibition,,,,,b1,,
prominent,,,,,b1,,
promote,,,,,b1,,
promotion,,,,,b1,,
pronoun,,,,,b1,,
proof,,,,,b1,,
properly,,,,,b1,,
property,,,,,b1,,
proportion,,,,,b1,,
proposal,,,,,b1,,
propose,,,,,b1,,
prosperity,,,,,b1,,
prosperous,,,,,b1,,
protection,,,,,b1,,
protective,,,,,b1,,
protest,,,,,b1,,
proud,,,,,b1,,
prove,,,,,b1,,
proverb,,,,,b1,,
provided,,,,,b1,,
psychological,,,,,b1,,
public,,,,,b1,,
publicly,,,,,b1,,
publisher,,,,,b1,,
pullover,,,,,b1,,
pump,,,,,b1,,
punish,,,,,b1,,
punishment,,,,,b1,,
pupil,,,,,b1,,
puppy,,,,,b1,,
pure,,,,,b1,,
purify,,,,,b1,,
purse,,,,,b1,,
puzzle,,,,,b1,,
quake,,,,,b1,,
qualification,,,,,b1,,
qualified,,,,,b1,,
qualify,,,,,b1,,
question,,,,,b1,,
questionnaire,,,,,b1,,
queue,,,,,b1,,
quotation,,,,,b1,,
quote,,,,,b1,,
race,,,,,b1,,
race,,,,,b1,,
racial,,,,,b1,,
racing,,,,,b1,,
radiation,,,,,b1,,
rage,,,,,b1,,
rail,,,,,b1,,
railroad,,,,,b1,,
rainfall,,,,,b1,,
rainforest,,,,,b1,,
rank,,,,,b1,,
rapid,,,,,b1,,
rapidly,,,,,b1,,
rare,,,,,b1,,
rarely,,,,,b1,,
raspberry,,,,,b1,,
ration,,,,,b1,,
rational,,,,,b1,,
razor,,,,,b1,,
reaction,,,,,b1,,
realistic,,,,,b1,,
reality,,,,,b1,,
rearrange,,,,,b1,,
reasonable,,,,,b1,,
rebuild,,,,,b1,,
recall,,,,,b1,,
recite,,,,,b1,,
reclaim,,,,,b1,,
recognize,,,,,b1,,
recommendation,,,,,b1,,
recover,,,,,b1,,
recovery,,,,,b1,,
recycled,,,,,b1,,
recycling,,,,,b1,,
reduction,,,,,b1,,
reef,,,,,b1,,
referee,,,,,b1,,
reference,,,,,b1,,
reflection,,,,,b1,,
refreshments,,,,,b1,,
refund,,,,,b1,,
refusal,,,,,b1,,
regain,,,,,b1,,
regard,,,,,b1,,
regarding,,,,,b1,,
regional,,,,,b1,,
register,,,,,b1,,
registration,,,,,b1,,
regulation,,,,,b1,,
reject,,,,,b1,,
relate,,,,,b1,,
related,,,,,b1,,
relation,,,,,b1,,
relative,,,,,b1,,
relatively,,,,,b1,,
relaxing,,,,,b1,,
reliable,,,,,b1,,
religion,,,,,b1,,
religious,,,,,b1,,
rely,,,,,b1,,
remainder,,,,,b1,,
remark,,,,,b1,,
remarkable,,,,,b1,,
remedy,,,,,b1,,
remembrance,,,,,b1,,
remote,,,,,b1,,
renew,,,,,b1,,
repay,,,,,b1,,
repeated,,,,,b1,,
repeatedly,,,,,b1,,
representative,,,,,b1,,
reproduce,,,,,b1,,
republic,,,,,b1,,
reputation,,,,,b1,,
require,,,,,b1,,
requirement,,,,,b1,,
rescue,,,,,b1,,
resemble,,,,,b1,,
reservation,,,,,b1,,
reserve,,,,,b1,,
resident,,,,,b1,,
residential,,,,,b1,,
resist,,,,,b1,,
resolve,,,,,b1,,
resort,,,,,b1,,
resource,,,,,b1,,
respect,,,,,b1,,
respectable,,,,,b1,,
responsibility,,,,,b1,,
responsible,,,,,b1,,
restore,,,,,b1,,
restrict,,,,,b1,,
retail,,,,,b1,,
retain,,,,,b1,,
retell,,,,,b1,,
retrospect,,,,,b1,,
reunification,,,,,b1,,
reunify,,,,,b1,,
revise,,,,,b1,,
revision,,,,,b1,,
reward,,,,,b1,,
rewrite,,,,,b1,,
rid,,,,,b1,,
riddle,,,,,b1,,
ridiculous,,,,,b1,,
ripe,,,,,b1,,
risk,,,,,b1,,
roadside,,,,,b1,,
robot,,,,,b1,,
rolling,,,,,b1,,
rotten,,,,,b1,,
rough,,,,,b1,,
rubber,,,,,b1,,
rudely,,,,,b1,,
runaway,,,,,b1,,
runway,,,,,b1,,
sacred,,,,,b1,,
sadness,,,,,b1,,
safari,,,,,b1,,
safeguard,,,,,b1,,
safely,,,,,b1,,
safety,,,,,b1,,
salesman,,,,,b1,,
salmon,,,,,b1,,
sand,,,,,b1,,
sandal,,,,,b1,,
satellite,,,,,b1,,
satisfaction,,,,,b1,,
satisfied,,,,,b1,,
saucepan,,,,,b1,,
saucer,,,,,b1,,
scan,,,,,b1,,
scare,,,,,b1,,
scatter,,,,,b1,,
scenic,,,,,b1,,
scholar,,,,,b1,,
scholarship,,,,,b1,,
schoolmate,,,,,b1,,
schoolteacher,,,,,b1,,
science,,,,,b1,,
scold,,,,,b1,,
scope,,,,,b1,,
scratch,,,,,b1,,
sculpture,,,,,b1,,
seawater,,,,,b1,,
seaweed,,,,,b1,,
second-hand,,,,,b1,,
secondary,,,,,b1,,
secondary,,,,,b1,,
secretly,,,,,b1,,
secure,,,,,b1,,
security,,,,,b1,,
seize,,,,,b1,,
select,,,,,b1,,
selection,,,,,b1,,
self-service,,,,,b1,,
selfish,,,,,b1,,
sensation,,,,,b1,,
sensible,,,,,b1,,
separation,,,,,b1,,
sequence,,,,,b1,,
servant,,,,,b1,,
server,,,,,b1,,
session,,,,,b1,,
set,,,,,b1,,
set,,,,,b1,,
setting,,,,,b1,,
settle,,,,,b1,,
settlement,,,,,b1,,
settler,,,,,b1,,
severe,,,,,b1,,
severely,,,,,b1,,
sex,,,,,b1,,
sexual,,,,,b1,,
shadowy,,,,,b1,,
shallow,,,,,b1,,
shame,,,,,b1,,
shameful,,,,,b1,,
sharp,,,,,b1,,
shave,,,,,b1,,
sheer,,,,,b1,,
shelter,,,,,b1,,
sheriff,,,,,b1,,
shift,,,,,b1,,
shiny,,,,,b1,,
shiver,,,,,b1,,
shocked,,,,,b1,,
shocking,,,,,b1,,
shopper,,,,,b1,,
shortage,,,,,b1,,
shortly,,,,,b1,,
shrimp,,,,,b1,,
sickness,,,,,b1,,
sidewalk,,,,,b1,,
sigh,,,,,b1,,
signal,,,,,b1,,
signature,,,,,b1,,
significance,,,,,b1,,
signpost,,,,,b1,,
silent,,,,,b1,,
silk,,,,,b1,,
similarity,,,,,b1,,
similarly,,,,,b1,,
simplify,,,,,b1,,
simultaneously,,,,,b1,,
skeleton,,,,,b1,,
skyscraper,,,,,b1,,
slavery,,,,,b1,,
sleeve,,,,,b1,,
slight,,,,,b1,,
slightly,,,,,b1,,
slip,,,,,b1,,
slogan,,,,,b1,,
slope,,,,,b1,,
slot,,,,,b1,,
smoker,,,,,b1,,
sneeze,,,,,b1,,
snowboard,,,,,b1,,
snowstorm,,,,,b1,,
soap,,,,,b1,,
social,,,,,b1,,
socially,,,,,b1,,
soil,,,,,b1,,
solid,,,,,b1,,
somehow,,,,,b1,,
someplace,,,,,b1,,
sometime,,,,,b1,,
soothe,,,,,b1,,
sophomore,,,,,b1,,
sore,,,,,b1,,
sorrow,,,,,b1,,
soul,,,,,b1,,
sour,,,,,b1,,
southeast,,,,,b1,,
southern,,,,,b1,,
southwest,,,,,b1,,
souvenir,,,,,b1,,
sparkle,,,,,b1,,
specialist,,,,,b1,,
specialize,,,,,b1,,
specially,,,,,b1,,
specifically,,,,,b1,,
spectacular,,,,,b1,,
spectator,,,,,b1,,
spending,,,,,b1,,
sphere,,,,,b1,,
spice,,,,,b1,,
spicy,,,,,b1,,
spinach,,,,,b1,,
spiral,,,,,b1,,
spirit,,,,,b1,,
spiritual,,,,,b1,,
spoil,,,,,b1,,
spoken,,,,,b1,,
sponge,,,,,b1,,
sponsor,,,,,b1,,
sports,,,,,b1,,
sportsmanship,,,,,b1,,
stable,,,,,b1,,
stall,,,,,b1,,
standard,,,,,b1,,
stare,,,,,b1,,
statistic,,,,,b1,,
status,,,,,b1,,
steadily,,,,,b1,,
steady,,,,,b1,,
steam,,,,,b1,,
steel,,,,,b1,,
steep,,,,,b1,,
stem,,,,,b1,,
stick,,,,,b1,,
stick,,,,,b1,,
stick,,,,,b1,,
sticker,,,,,b1,,
sticky,,,,,b1,,
stir,,,,,b1,,
storage,,,,,b1,,
stormy,,,,,b1,,
storyteller,,,,,b1,,
strain,,,,,b1,,
strangely,,,,,b1,,
strategic,,,,,b1,,
straw,,,,,b1,,
strawberry,,,,,b1,,
stream,,,,,b1,,
strengthen,,,,,b1,,
stressed,,,,,b1,,
stressful,,,,,b1,,
stretch,,,,,b1,,
stricken,,,,,b1,,
strip,,,,,b1,,
stripe,,,,,b1,,
struggle,,,,,b1,,
stubborn,,,,,b1,,
stuck,,,,,b1,,
studio,,,,,b1,,
stuffed,,,,,b1,,
stumble,,,,,b1,,
stun,,,,,b1,,
stunning,,,,,b1,,
stylish,,,,,b1,,
subconscious,,,,,b1,,
submarine,,,,,b1,,
substance,,,,,b1,,
substantial,,,,,b1,,
substitute,,,,,b1,,
suffer,,,,,b1,,
sufficient,,,,,b1,,
suffix,,,,,b1,,
suicide,,,,,b1,,
summarise,,,,,b1,,
summarize,,,,,b1,,
summit,,,,,b1,,
sunbathe,,,,,b1,,
sundial,,,,,b1,,
sunrise,,,,,b1,,
sunset,,,,,b1,,
superior,,,,,b1,,
superstition,,,,,b1,,
supply,,,,,b1,,
supporter,,,,,b1,,
supportive,,,,,b1,,
supposedly,,,,,b1,,
surely,,,,,b1,,
surface,,,,,b1,,
surgeon,,,,,b1,,
surgery,,,,,b1,,
surprisingly,,,,,b1,,
surround,,,,,b1,,
surrounding,,,,,b1,,
survival,,,,,b1,,
survivor,,,,,b1,,
suspect,,,,,b1,,
suspicion,,,,,b1,,
swarm,,,,,b1,,
swear,,,,,b1,,
sweatshirt,,,,,b1,,
swell,,,,,b1,,
swimmer,,,,,b1,,
switch,,,,,b1,,
swollen,,,,,b1,,
sword,,,,,b1,,
sympathy,,,,,b1,,
symptom,,,,,b1,,
syndrome,,,,,b1,,
systematic,,,,,b1,,
tail,,,,,b1,,
takeaway,,,,,b1,,
takeoff,,,,,b1,,
tale,,,,,b1,,
talented,,,,,b1,,
talkative,,,,,b1,,
tank,,,,,b1,,
tasteless,,,,,b1,,
tasty,,,,,b1,,
tax,,,,,b1,,
teammate,,,,,b1,,
teamwork,,,,,b1,,
tease,,,,,b1,,
technical,,,,,b1,,
technique,,,,,b1,,
technological,,,,,b1,,
teen,,,,,b1,,
telecommunications,,,,,b1,,
telegram,,,,,b1,,
teller,,,,,b1,,
temper,,,,,b1,,
temporary,,,,,b1,,
tempt,,,,,b1,,
tend,,,,,b1,,
tendency,,,,,b1,,
tense,,,,,b1,,
tension,,,,,b1,,
tent,,,,,b1,,
terminal,,,,,b1,,
terribly,,,,,b1,,
terrific,,,,,b1,,
terrified,,,,,b1,,
terror,,,,,b1,,
terrorism,,,,,b1,,
thankful,,,,,b1,,
theft,,,,,b1,,
theme,,,,,b1,,
theory,,,,,b1,,
thirst,,,,,b1,,
thorough,,,,,b1,,
threat,,,,,b1,,
threatening,,,,,b1,,
thriller,,,,,b1,,
throat,,,,,b1,,
throughout,,,,,b1,,
thumb,,,,,b1,,
thump,,,,,b1,,
thunder,,,,,b1,,
thunderous,,,,,b1,,
thus,,,,,b1,,
tick,,,,,b1,,
tide,,,,,b1,,
tighten,,,,,b1,,
tightly,,,,,b1,,
tile,,,,,b1,,
timely,,,,,b1,,
tin,,,,,b1,,
tiny,,,,,b1,,
tire,,,,,b1,,
tiring,,,,,b1,,
tissue,,,,,b1,,
tobacco,,,,,b1,,
tongue,,,,,b1,,
toothpaste,,,,,b1,,
tornado,,,,,b1,,
toss,,,,,b1,,
total,,,,,b1,,
totally,,,,,b1,,
tournament,,,,,b1,,
trace,,,,,b1,,
tracksuit,,,,,b1,,
traditionally,,,,,b1,,
traffic,,,,,b1,,
tragedy,,,,,b1,,
tragic,,,,,b1,,
trail,,,,,b1,,
transfer,,,,,b1,,
transform,,,,,b1,,
transformation,,,,,b1,,
transitional,,,,,b1,,
translate,,,,,b1,,
translation,,,,,b1,,
transportation,,,,,b1,,
trash,,,,,b1,,
travel,,,,,b1,,
treat,,,,,b1,,
treatment,,,,,b1,,
tremble,,,,,b1,,
tremendous,,,,,b1,,
trend,,,,,b1,,
trigger,,,,,b1,,
trim,,,,,b1,,
triumph,,,,,b1,,
tropical,,,,,b1,,
trumpet,,,,,b1,,
trustworthy,,,,,b1,,
tumble,,,,,b1,,
tuna,,,,,b1,,
turbulence,,,,,b1,,
turning,,,,,b1,,
