term,votes,chosen
publicly,"{""Travel"": 2, ""Medical & Health"": 2}",Travel
publisher,"{""Travel"": 2, ""Medical & Health"": 2}",Social
pullover,"{""Travel"": 2, ""Medical & Health"": 2}",Shopping
pump,"{""Travel"": 2, ""Medical & Health"": 2}",Shopping
rare,"{""Events & Activities"": 1, ""Calendar & Time"": 2, ""Food"": 2}",Food
recycled,"{""Travel"": 5, ""Food"": 5}",Food
recycling,"{""Travel"": 5, ""Food"": 5}",Activities
reduction,"{""Travel"": 5, ""Food"": 5}",Activities
reef,"{""Travel"": 5, ""Food"": 5}",Shopping
referee,"{""Travel"": 5, ""Food"": 5}",Social
reference,"{""Travel"": 5, ""Food"": 5}",Social
reflection,"{""Travel"": 5, ""Food"": 5}",Social
refreshments,"{""Travel"": 5, ""Food"": 5}",Food
refund,"{""Travel"": 5, ""Food"": 5}",Shopping
refusal,"{""Travel"": 5, ""Food"": 5}",Social
renew,"{""Food"": 2, ""Calendar & Time"": 1, ""Travel"": 2}",Food
repeatedly,"{""Food"": 2, ""Calendar & Time"": 1}",Food
representative,"{""Food"": 2, ""Calendar & Time"": 1}",Social
reproduce,"{""Medical & Health"": 5, ""Food"": 6, ""Opinions & Communication"": 4, ""Feelings & Emotions"": 1}",Food
republic,"{""Medical & Health"": 5, ""Food"": 6, ""Opinions & Communication"": 4, ""Feelings & Emotions"": 1}",Professional
reputation,"{""Medical & Health"": 5, ""Food"": 6, ""Opinions & Communication"": 4, ""Feelings & Emotions"": 1}",Grammar
residential,"{""Travel"": 2, ""Medical & Health"": 2}",Travel
resist,"{""Travel"": 2, ""Medical & Health"": 2}",Professional
resolve,"{""Travel"": 2, ""Medical & Health"": 2}",Social
resort,"{""Travel"": 2, ""Medical & Health"": 2}",Professional
resource,"{""Travel"": 2, ""Medical & Health"": 2}",Grammar
respect,"{""Travel"": 2, ""Medical & Health"": 2}",Grammar
restrict,"{""Food"": 2, ""Social"": 3, ""Calendar & Time"": 1}",Social
retail,"{""Food"": 2, ""Social"": 3, ""Calendar & Time"": 1}",Activities
retain,"{""Calendar & Time"": 1, ""Social"": 3, ""Food"": 2, ""Opinions & Communication"": 3}",Social
retell,"{""Food"": 4, ""Opinions & Communication"": 5}",Social
retrospect,"{""Food"": 4, ""Opinions & Communication"": 5}",Grammar
reunification,"{""Food"": 4, ""Opinions & Communication"": 5}",Activities
sacred,"{""Events & Activities"": 1, ""Numbers & Quantities"": 1, ""Calendar & Time"": 1}",Activities
sadness,"{""Events & Activities"": 1, ""Numbers & Quantities"": 1, ""Calendar & Time"": 1}",Health
safari,"{""Events & Activities"": 1, ""Numbers & Quantities"": 1, ""Calendar & Time"": 1}",Activities
safeguard,"{""Events & Activities"": 1, ""Numbers & Quantities"": 1, ""Calendar & Time"": 1}",Social
secure,"{""Numbers & Quantities"": 2, ""Opinions & Communication"": 3, ""Feelings & Emotions"": 1}",Social
security,"{""Numbers & Quantities"": 2, ""Opinions & Communication"": 3, ""Feelings & Emotions"": 1}",Social
select,"{""Opinions & Communication"": 3, ""Travel"": 4, ""Numbers & Quantities"": 1, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Travel
selection,"{""Opinions & Communication"": 3, ""Travel"": 4, ""Numbers & Quantities"": 1, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
self-service,"{""Opinions & Communication"": 3, ""Travel"": 4, ""Numbers & Quantities"": 1, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Activities
sensible,"{""Food"": 2, ""Opinions & Communication"": 1}",Food
separation,"{""Food"": 2, ""Opinions & Communication"": 1}",Professional
sequence,"{""Food"": 2, ""Opinions & Communication"": 1}",Shopping
servant,"{""Food"": 2, ""Opinions & Communication"": 1}",Social
server,"{""Food"": 2, ""Opinions & Communication"": 1}",Social
session,"{""Food"": 2, ""Opinions & Communication"": 1}",Numbers
set,"{""Food"": 2, ""Opinions & Communication"": 1}",Numbers
set,"{""Food"": 2, ""Opinions & Communication"": 1}",Numbers
setting,"{""Food"": 2, ""Opinions & Communication"": 1}",Shopping
settle,"{""Food"": 2, ""Opinions & Communication"": 1}",Shopping
settlement,"{""Food"": 2, ""Opinions & Communication"": 1}",Social
settler,"{""Food"": 2, ""Opinions & Communication"": 1}",Social
shameful,"{""Travel"": 2, ""Food"": 2, ""Calendar & Time"": 1}",Food
sharp,"{""Travel"": 2, ""Food"": 2, ""Calendar & Time"": 1}",Social
shave,"{""Travel"": 2, ""Food"": 2, ""Calendar & Time"": 1}",Activities
shortly,"{""Travel"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Travel
shrimp,"{""Travel"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Food
sickness,"{""Travel"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Health
sidewalk,"{""Travel"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Shopping
sigh,"{""Travel"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Social
signal,"{""Travel"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Social
signature,"{""Travel"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Social
significance,"{""Travel"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Social
signpost,"{""Travel"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Social
southern,"{""Medical & Health"": 2, ""Opinions & Communication"": 1}",Health
southwest,"{""Medical & Health"": 2, ""Opinions & Communication"": 1}",Professional
souvenir,"{""Medical & Health"": 2, ""Opinions & Communication"": 1}",Grammar
sparkle,"{""Medical & Health"": 2, ""Opinions & Communication"": 1}",Abstract
specialist,"{""Medical & Health"": 2, ""Opinions & Communication"": 1}",Professional
specialize,"{""Events & Activities"": 1, ""Opinions & Communication"": 3, ""Social"": 3}",Social
sticky,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1, ""Food"": 2, ""Medical & Health"": 2, ""Opinions & Communication"": 1}",Food
stir,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1, ""Food"": 2, ""Medical & Health"": 2, ""Opinions & Communication"": 1}",Health
storage,"{""Calendar & Time"": 1, ""Numbers & Quantities"": 1, ""Food"": 2, ""Medical & Health"": 2, ""Opinions & Communication"": 1}",Shopping
stormy,"{""Food"": 2, ""Calendar & Time"": 1, ""Feelings & Emotions"": 1}",Food
storyteller,"{""Food"": 2, ""Calendar & Time"": 1, ""Feelings & Emotions"": 1}",Social
strain,"{""Food"": 2, ""Calendar & Time"": 1, ""Feelings & Emotions"": 1}",Social
stuck,"{""Travel"": 5, ""Calendar & Time"": 1, ""Food"": 4, ""Numbers & Quantities"": 1, ""Opinions & Communication"": 6, ""Feelings & Emotions"": 1}",Social
studio,"{""Travel"": 5, ""Calendar & Time"": 1, ""Food"": 4, ""Numbers & Quantities"": 1, ""Opinions & Communication"": 6, ""Feelings & Emotions"": 1}",Shopping
stunning,"{""Opinions & Communication"": 1, ""Food"": 2}",Food
sufficient,"{""Food"": 2, ""Numbers & Quantities"": 1}",Food
suffix,"{""Food"": 2, ""Numbers & Quantities"": 1}",Social
suicide,"{""Food"": 2, ""Numbers & Quantities"": 1}",Social
summarise,"{""Opinions & Communication"": 3, ""Food"": 2}",Social
summarize,"{""Opinions & Communication"": 3, ""Food"": 2}",Social
summit,"{""Opinions & Communication"": 3, ""Food"": 2}",Professional
surprisingly,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Health
surround,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Professional
swollen,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Feelings & Emotions"": 1, ""Travel"": 3}",Social
sword,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Feelings & Emotions"": 1, ""Travel"": 3}",Shopping
sympathy,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Feelings & Emotions"": 1, ""Travel"": 3}",Grammar
symptom,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Feelings & Emotions"": 1, ""Travel"": 3}",Health
syndrome,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Feelings & Emotions"": 1, ""Travel"": 3}",Grammar
terrified,"{""Food"": 2, ""Feelings & Emotions"": 1, ""Numbers & Quantities"": 1}",Food
terror,"{""Food"": 2, ""Feelings & Emotions"": 1, ""Numbers & Quantities"": 1}",Social
terrorism,"{""Food"": 2, ""Feelings & Emotions"": 1, ""Numbers & Quantities"": 1}",Activities
thorough,"{""Travel"": 2, ""Medical & Health"": 2}",Travel
threat,"{""Travel"": 2, ""Medical & Health"": 2}",Social
timely,"{""Calendar & Time"": 3, ""Food"": 2, ""Opinions & Communication"": 1}",Numbers
tin,"{""Calendar & Time"": 3, ""Food"": 2, ""Opinions & Communication"": 1}",Shopping
tragic,"{""Food"": 2, ""Feelings & Emotions"": 1}",Food
trail,"{""Food"": 2, ""Feelings & Emotions"": 1}",Grammar
transfer,"{""Food"": 2, ""Feelings & Emotions"": 1}",Social
tropical,"{""Calendar & Time"": 1, ""Food"": 2}",Food
trumpet,"{""Calendar & Time"": 1, ""Food"": 2}",Shopping
trustworthy,"{""Travel"": 2, ""Opinions & Communication"": 1}",Travel
tumble,"{""Travel"": 2, ""Opinions & Communication"": 1}",Activities
tuna,"{""Travel"": 2, ""Opinions & Communication"": 1}",Food
turbulence,"{""Travel"": 2, ""Opinions & Communication"": 1}",Health
turning,"{""Travel"": 2, ""Opinions & Communication"": 1}",Shopping
turtle,"{""Travel"": 2, ""Opinions & Communication"": 1}",Shopping
twist,"{""Travel"": 2, ""Opinions & Communication"": 1}",Professional
uncontrollable,"{""Medical & Health"": 2, ""Opinions & Communication"": 1}",Health
unfold,"{""Travel"": 3, ""Food"": 2}",Travel
unfortunate,"{""Travel"": 3, ""Food"": 2}",Social
uninteresting,"{""Travel"": 2, ""Food"": 2}",Food
union,"{""Travel"": 2, ""Food"": 2}",Shopping
unlikely,"{""Events & Activities"": 1, ""Opinions & Communication"": 1}",Activities
unlucky,"{""Calendar & Time"": 1, ""Travel"": 2}",Travel
untidy,"{""Travel"": 2, ""Food"": 2}",Food
unwell,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Health
upward,"{""Travel"": 2, ""Calendar & Time"": 1}",Travel
urge,"{""Travel"": 2, ""Calendar & Time"": 1}",Emotions
vast,"{""Food"": 2, ""Numbers & Quantities"": 1}",Food
vegetarian,"{""Food"": 2, ""Numbers & Quantities"": 1}",Professional
vein,"{""Food"": 2, ""Numbers & Quantities"": 1}",Social
version,"{""Food"": 2, ""Numbers & Quantities"": 1}",Social
vessel,"{""Food"": 2, ""Numbers & Quantities"": 1}",Shopping
vet,"{""Food"": 2, ""Numbers & Quantities"": 1}",Social
widespread,"{""Feelings & Emotions"": 1, ""Numbers & Quantities"": 1}",Emotions
wildlife,"{""Feelings & Emotions"": 1, ""Numbers & Quantities"": 1}",Professional
wildly,"{""Food"": 2, ""Travel"": 2}",Food
willingness,"{""Food"": 2, ""Travel"": 2}",Abstract
windscreen,"{""Food"": 2, ""Travel"": 2}",Shopping
abandoned,"{""Travel"": 7, ""Opinions & Communication"": 6, ""Feelings & Emotions"": 1}",Travel
actual,"{""Food"": 2, ""Feelings & Emotions"": 1}",Food
acute,"{""Food"": 2, ""Feelings & Emotions"": 1}",Social
adequate,"{""Travel"": 2, ""Food"": 2}",Food
admirable,"{""Travel"": 2, ""Numbers & Quantities"": 2}",Travel
adopted,"{""Social"": 3, ""Feelings & Emotions"": 1, ""Travel"": 2, ""Opinions & Communication"": 3}",Social
adoption,"{""Social"": 3, ""Feelings & Emotions"": 1, ""Travel"": 2, ""Opinions & Communication"": 3}",Activities
alter,"{""Opinions & Communication"": 1, ""Food"": 2, ""Feelings & Emotions"": 1, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1, ""Medical & Health"": 3}",Health
alternate,"{""Opinions & Communication"": 1, ""Food"": 2, ""Feelings & Emotions"": 1, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1, ""Medical & Health"": 3}",Social
amazingly,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Health
ambassador,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Social
ambiguity,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Social
amuse,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
analogy,"{""Social"": 3, ""Opinions & Communication"": 3}",Grammar
analyst,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
anchor,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
anchorage,"{""Social"": 3, ""Opinions & Communication"": 3}",Shopping
anchorman,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
anchorperson,"{""Social"": 3, ""Opinions & Communication"": 3}",Social
anguish,"{""Social"": 3, ""Opinions & Communication"": 3}",Health
appreciative,"{""Feelings & Emotions"": 1, ""Opinions & Communication"": 1}",Emotions
approximate,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2}",Social
arch,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2}",Shopping
archaeologist,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2}",Professional
arctic,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2}",Shopping
arena,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2}",Shopping
aristocracy,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2}",Professional
armful,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2}",Numbers
arms,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2}",Shopping
astonishing,"{""Opinions & Communication"": 4, ""Food"": 4, ""Numbers & Quantities"": 2}",Food
astonishment,"{""Opinions & Communication"": 4, ""Food"": 4, ""Numbers & Quantities"": 2}",Emotions
astronomy,"{""Opinions & Communication"": 4, ""Food"": 4, ""Numbers & Quantities"": 2}",Grammar
athletics,"{""Opinions & Communication"": 4, ""Food"": 4, ""Numbers & Quantities"": 2}",Activities
attached,"{""Social"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Social
atypical,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Health
aubergine,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Food
audit,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Shopping
audition,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Grammar
authorize,"{""Opinions & Communication"": 3, ""Social"": 3}",Social
availability,"{""Opinions & Communication"": 3, ""Social"": 3}",Abstract
backward,"{""Opinions & Communication"": 1, ""Travel"": 2, ""Calendar & Time"": 1}",Travel
backyard,"{""Opinions & Communication"": 1, ""Travel"": 2, ""Calendar & Time"": 1}",Shopping
beautify,"{""Calendar & Time"": 1, ""Events & Activities"": 1}",Numbers
bellow,"{""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
belongings,"{""Calendar & Time"": 1, ""Events & Activities"": 1}",Emotions
besides,"{""Food"": 2, ""Calendar & Time"": 1}",Food
bewilder,"{""Opinions & Communication"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Social
bewilderment,"{""Opinions & Communication"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Grammar
bias,"{""Opinions & Communication"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Grammar
bid,"{""Opinions & Communication"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Social
bidding,"{""Opinions & Communication"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Social
bikini,"{""Opinions & Communication"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Shopping
bind,"{""Opinions & Communication"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Grammar
blindly,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Travel
blindness,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Health
blink,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Activities
bloodstream,"{""Travel"": 2, ""Numbers & Quantities"": 1}",Health
bony,"{""Medical & Health"": 2, ""Numbers & Quantities"": 1}",Health
certify,"{""Opinions & Communication"": 6, ""Medical & Health"": 2, ""Social"": 6, ""Food"": 2}",Social
chancellor,"{""Opinions & Communication"": 6, ""Medical & Health"": 2, ""Social"": 6, ""Food"": 2}",Social
charming,"{""Social"": 3, ""Opinions & Communication"": 3, ""Calendar & Time"": 1}",Social
checkpoint,"{""Social"": 3, ""Opinions & Communication"": 3, ""Calendar & Time"": 1}",Professional
clarify,"{""Opinions & Communication"": 4, ""Food"": 4}",Food
classification,"{""Opinions & Communication"": 4, ""Food"": 4}",Grammar
clearness,"{""Opinions & Communication"": 4, ""Food"": 4}",Abstract
comprise,"{""Food"": 2, ""Calendar & Time"": 1}",Food
conceive,"{""Food"": 2, ""Opinions & Communication"": 4, ""Medical & Health"": 3, ""Calendar & Time"": 1}",Social
conception,"{""Food"": 2, ""Opinions & Communication"": 4, ""Medical & Health"": 3, ""Calendar & Time"": 1}",Grammar
confine,"{""Calendar & Time"": 2, ""Travel"": 4, ""Events & Activities"": 1, ""Social"": 3}",Travel
considerably,"{""Food"": 2, ""Medical & Health"": 2}",Food
consistent,"{""Calendar & Time"": 1, ""Food"": 2}",Food
corporate,"{""Numbers & Quantities"": 2, ""Travel"": 2, ""Food"": 2}",Food
corporation,"{""Numbers & Quantities"": 2, ""Travel"": 2, ""Food"": 2}",Professional
correctness,"{""Numbers & Quantities"": 2, ""Travel"": 2, ""Food"": 2}",Abstract
corresponding,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2, ""Travel"": 2, ""Numbers & Quantities"": 1}",Social
corridor,"{""Opinions & Communication"": 3, ""Calendar & Time"": 2, ""Travel"": 2, ""Numbers & Quantities"": 1}",Shopping
corrupt,"{""Social"": 3, ""Food"": 4, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Food
corruption,"{""Social"": 3, ""Food"": 4, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Health
crucial,"{""Travel"": 2, ""Food"": 2}",Food
deceive,"{""Social"": 3, ""Food"": 2, ""Opinions & Communication"": 3}",Social
decent,"{""Food"": 2, ""Travel"": 2}",Food
deliberate,"{""Opinions & Communication"": 7, ""Travel"": 6, ""Numbers & Quantities"": 2}",Social
desperately,"{""Travel"": 2, ""Food"": 2}",Food
desperation,"{""Travel"": 2, ""Food"": 2}",Health
detach,"{""Food"": 2, ""Travel"": 3}",Travel
detachment,"{""Food"": 2, ""Travel"": 3}",Professional
detect,"{""Food"": 2, ""Medical & Health"": 2}",Food
determiner,"{""Food"": 2, ""Medical & Health"": 2}",Social
developing,"{""Calendar & Time"": 3, ""Food"": 8, ""Medical & Health"": 7, ""Opinions & Communication"": 6, ""Travel"": 4, ""Feelings & Emotions"": 1}",Food
devil,"{""Calendar & Time"": 3, ""Food"": 8, ""Medical & Health"": 7, ""Opinions & Communication"": 6, ""Travel"": 4, ""Feelings & Emotions"": 1}",Social
dim,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Travel
dime,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Shopping
dimension,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Grammar
dip,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Food
diphtheria,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Health
diploma,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Social
diplomat,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Social
disappearance,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Activities
disapproval,"{""Travel"": 2, ""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Social
discriminate,"{""Opinions & Communication"": 3, ""Social"": 3, ""Food"": 4}",Food
disgrace,"{""Opinions & Communication"": 3, ""Social"": 3, ""Food"": 4}",Health
disguise,"{""Opinions & Communication"": 3, ""Social"": 3, ""Food"": 4}",Shopping
dishonesty,"{""Opinions & Communication"": 3, ""Social"": 3, ""Food"": 4}",Abstract
disillusion,"{""Opinions & Communication"": 3, ""Social"": 3, ""Food"": 4}",Grammar
displace,"{""Travel"": 6, ""Social"": 6, ""Calendar & Time"": 2, ""Opinions & Communication"": 1}",Social
displeasure,"{""Travel"": 6, ""Social"": 6, ""Calendar & Time"": 2, ""Opinions & Communication"": 1}",Emotions
disposal,"{""Travel"": 6, ""Social"": 6, ""Calendar & Time"": 2, ""Opinions & Communication"": 1}",Shopping
disposition,"{""Travel"": 6, ""Social"": 6, ""Calendar & Time"": 2, ""Opinions & Communication"": 1}",Grammar
dispute,"{""Travel"": 6, ""Social"": 6, ""Calendar & Time"": 2, ""Opinions & Communication"": 1}",Social
disrupt,"{""Opinions & Communication"": 3, ""Events & Activities"": 2}",Social
dissatisfaction,"{""Opinions & Communication"": 3, ""Events & Activities"": 2}",Emotions
distressing,"{""Social"": 3, ""Medical & Health"": 2, ""Feelings & Emotions"": 2, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Social
distributor,"{""Social"": 3, ""Medical & Health"": 2, ""Feelings & Emotions"": 2, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Social
diversion,"{""Social"": 3, ""Medical & Health"": 2, ""Feelings & Emotions"": 2, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Activities
diversity,"{""Social"": 3, ""Medical & Health"": 2, ""Feelings & Emotions"": 2, ""Calendar & Time"": 1, ""Numbers & Quantities"": 1}",Abstract
dominate,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Food"": 4, ""Medical & Health"": 2}",Food
donation,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Food"": 4, ""Medical & Health"": 2}",Shopping
donkey,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Food"": 4, ""Medical & Health"": 2}",Social
doom,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Food"": 4, ""Medical & Health"": 2}",Activities
doorkeeper,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Food"": 4, ""Medical & Health"": 2}",Social
doorway,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Food"": 4, ""Medical & Health"": 2}",Shopping
dorm,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Food"": 4, ""Medical & Health"": 2}",Shopping
dormitory,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Food"": 4, ""Medical & Health"": 2}",Shopping
dose,"{""Numbers & Quantities"": 1, ""Social"": 3, ""Food"": 4, ""Medical & Health"": 2}",Numbers
downsize,"{""Social"": 3, ""Travel"": 2, ""Numbers & Quantities"": 1}",Social
droop,"{""Food"": 2, ""Travel"": 3}",Travel
dropout,"{""Food"": 2, ""Travel"": 3}",Social
drought,"{""Food"": 2, ""Travel"": 3}",Numbers
duel,"{""Food"": 2, ""Travel"": 3}",Activities
ecstatic,"{""Food"": 2, ""Feelings & Emotions"": 1}",Food
endlessly,"{""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Numbers
enhance,"{""Feelings & Emotions"": 1, ""Food"": 2}",Food
enquiry,"{""Feelings & Emotions"": 1, ""Food"": 2}",Social
entertaining,"{""Social"": 3, ""Opinions & Communication"": 3, ""Numbers & Quantities"": 1, ""Feelings & Emotions"": 1}",Social
erupt,"{""Travel"": 2, ""Feelings & Emotions"": 1, ""Food"": 2}",Food
eruption,"{""Travel"": 2, ""Feelings & Emotions"": 1, ""Food"": 2}",Health
essayist,"{""Travel"": 2, ""Feelings & Emotions"": 1, ""Food"": 2}",Professional
ethical,"{""Food"": 2, ""Medical & Health"": 2}",Food
ethnic,"{""Food"": 2, ""Medical & Health"": 2}",Social
evidently,"{""Food"": 2, ""Medical & Health"": 2, ""Calendar & Time"": 1}",Food
evil,"{""Food"": 2, ""Medical & Health"": 2, ""Calendar & Time"": 1}",Abstract
evolution,"{""Calendar & Time"": 1, ""Events & Activities"": 1}",Numbers
evolve,"{""Food"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Food
exactness,"{""Food"": 2, ""Calendar & Time"": 1, ""Medical & Health"": 2}",Abstract
exaggerate,"{""Opinions & Communication"": 3, ""Social"": 3}",Social
exaggeration,"{""Opinions & Communication"": 3, ""Social"": 3}",Social
exalt,"{""Opinions & Communication"": 3, ""Feelings & Emotions"": 1, ""Medical & Health"": 2}",Social
examinee,"{""Opinions & Communication"": 3, ""Feelings & Emotions"": 1, ""Medical & Health"": 2}",Social
exceptional,"{""Calendar & Time"": 1, ""Opinions & Communication"": 1}",Numbers
excessive,"{""Travel"": 2, ""Feelings & Emotions"": 1}",Travel
exhausting,"{""Medical & Health"": 6, ""Food"": 7, ""Travel"": 4}",Food
exhaustion,"{""Medical & Health"": 6, ""Food"": 7, ""Travel"": 4}",Health
exhibit,"{""Medical & Health"": 6, ""Food"": 7, ""Travel"": 4}",Social
exile,"{""Medical & Health"": 6, ""Food"": 7, ""Travel"": 4}",Social
extensive,"{""Numbers & Quantities"": 1, ""Food"": 2}",Food
external,"{""Numbers & Quantities"": 1, ""Food"": 2}",Grammar
extract,"{""Numbers & Quantities"": 1, ""Food"": 2}",Social
exultant,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Emotions
eyebrow,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Health
eyelash,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Health
eyelid,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Health
fabric,"{""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Shopping
fearsome,"{""Travel"": 2, ""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Travel
feat,"{""Travel"": 2, ""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Activities
fed,"{""Travel"": 2, ""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Social
federal,"{""Travel"": 2, ""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Social
feedback,"{""Travel"": 2, ""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Social
ferryboat,"{""Travel"": 2, ""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Shopping
fiber,"{""Travel"": 2, ""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Food
fictional,"{""Travel"": 2, ""Food"": 2}",Food
flame,"{""Travel"": 2, ""Food"": 2, ""Opinions & Communication"": 3}",Social
flap,"{""Travel"": 2, ""Food"": 2, ""Opinions & Communication"": 3}",Shopping
flavour,"{""Travel"": 2, ""Food"": 2, ""Opinions & Communication"": 3}",Grammar
flaw,"{""Travel"": 2, ""Food"": 2, ""Opinions & Communication"": 3}",Health
foresee,"{""Opinions & Communication"": 3, ""Social"": 3, ""Calendar & Time"": 1}",Social
forestry,"{""Opinions & Communication"": 3, ""Social"": 3, ""Calendar & Time"": 1}",Grammar
formation,"{""Opinions & Communication"": 3, ""Social"": 3, ""Calendar & Time"": 1}",Shopping
fulfil,"{""Travel"": 2, ""Numbers & Quantities"": 1, ""Food"": 3}",Food
fulfill,"{""Travel"": 2, ""Numbers & Quantities"": 1, ""Food"": 3}",Food
fume,"{""Feelings & Emotions"": 1, ""Food"": 4, ""Medical & Health"": 3}",Food
functional,"{""Food"": 2, ""Numbers & Quantities"": 1}",Food
functionality,"{""Food"": 2, ""Numbers & Quantities"": 1}",Abstract
fundamental,"{""Food"": 2, ""Numbers & Quantities"": 1}",Grammar
genuine,"{""Food"": 2, ""Feelings & Emotions"": 1}",Food
godly,"{""Food"": 2, ""Calendar & Time"": 1}",Food
goodwill,"{""Food"": 2, ""Calendar & Time"": 1}",Shopping
gook,"{""Food"": 2, ""Calendar & Time"": 1}",Social
gorge,"{""Food"": 2, ""Calendar & Time"": 1}",Health
graphically,"{""Food"": 2, ""Events & Activities"": 1}",Food
